3 , 4
4 , 1
7 , 5
9 , 4
4 , 1
1 , 2
7 , 0
8 , 3
9 , 4
1 , 3
6 , 3
9 , 1
4 , 2
6 , 3
6 , 0
2 , 1
8 , 1
6 , 1
4 , 0
5 , 1
4 , 2
4 , 1

6 , 2
7 , 2
7 , 2

2 , 6
6 , 4
4 , 1
5 , 1
6 , 3
7 , 8
5 , 6
7 , 1
2 , 5
5 , 0
9 , 1
6 , 0
7 , 3
3 , 0
3 , 8
4 , 0
2 , 5
8 , 2
4 , 0
7 , 2
4 , 8
4 , 0
1 , 7
